InspectionID,RunID,EmployeeID,InspectedAt,Notes
465,465,3,2024-04-26 09:00:00,Inspection completed for run 465
466,466,4,2024-04-26 15:00:00,Inspection completed for run 466
467,467,5,2024-04-26 21:00:00,Inspection completed for run 467
468,468,6,2024-04-27 03:00:00,Inspection completed for run 468
469,469,1,2024-04-27 09:00:00,Inspection completed for run 469
470,470,2,2024-04-27 15:00:00,Inspection completed for run 470
471,471,3,2024-04-27 21:00:00,Inspection completed for run 471
472,472,4,2024-04-28 03:00:00,Inspection completed for run 472
473,473,5,2024-04-28 09:00:00,Inspection completed for run 473
474,474,6,2024-04-28 15:00:00,Inspection completed for run 474
475,475,1,2024-04-28 21:00:00,Inspection completed for run 475
476,476,2,2024-04-29 03:00:00,Inspection completed for run 476
477,477,3,2024-04-29 09:00:00,Inspection completed for run 477
478,478,4,2024-04-29 15:00:00,Inspection completed for run 478
479,479,5,2024-04-29 21:00:00,Inspection completed for run 479
480,480,6,2024-04-30 03:00:00,Inspection completed for run 480
481,481,1,2024-04-30 09:00:00,Inspection completed for run 481
482,482,2,2024-04-30 15:00:00,Inspection completed for run 482
483,483,3,2024-04-30 21:00:00,Inspection completed for run 483
484,484,4,2024-05-01 03:00:00,Inspection completed for run 484
485,485,5,2024-05-01 09:00:00,Inspection completed for run 485
486,486,6,2024-05-01 15:00:00,Inspection completed for run 486
487,487,1,2024-05-01 21:00:00,Inspection completed for run 487
488,488,2,2024-05-02 03:00:00,Inspection completed for run 488
489,489,3,2024-05-02 09:00:00,Inspection completed for run 489
490,490,4,2024-05-02 15:00:00,Inspection completed for run 490
491,491,5,2024-05-02 21:00:00,Inspection completed for run 491
492,492,6,2024-05-03 03:00:00,Inspection completed for run 492
493,493,1,2024-05-03 09:00:00,Inspection completed for run 493
494,494,2,2024-05-03 15:00:00,Inspection completed for run 494
495,495,3,2024-05-03 21:00:00,Inspection completed for run 495
496,496,4,2024-05-04 03:00:00,Inspection completed for run 496
497,497,5,2024-05-04 09:00:00,Inspection completed for run 497
498,498,6,2024-05-04 15:00:00,Inspection completed for run 498
499,499,1,2024-05-04 21:00:00,Inspection completed for run 499
500,500,2,2024-05-05 03:00:00,Inspection completed for run 500
501,501,3,2024-05-05 09:00:00,Inspection completed for run 501
502,502,4,2024-05-05 15:00:00,Inspection completed for run 502
503,503,5,2024-05-05 21:00:00,Inspection completed for run 503
504,504,6,2024-05-06 03:00:00,Inspection completed for run 504
505,505,1,2024-05-06 09:00:00,Inspection completed for run 505
506,506,2,2024-05-06 15:00:00,Inspection completed for run 506
507,507,3,2024-05-06 21:00:00,Inspection completed for run 507
508,508,4,2024-05-07 03:00:00,Inspection completed for run 508
509,509,5,2024-05-07 09:00:00,Inspection completed for run 509
510,510,6,2024-05-07 15:00:00,Inspection completed for run 510
511,511,1,2024-05-07 21:00:00,Inspection completed for run 511
512,512,2,2024-05-08 03:00:00,Inspection completed for run 512
513,513,3,2024-05-08 09:00:00,Inspection completed for run 513
514,514,4,2024-05-08 15:00:00,Inspection completed for run 514
515,515,5,2024-05-08 21:00:00,Inspection completed for run 515
516,516,6,2024-05-09 03:00:00,Inspection completed for run 516
517,517,1,2024-05-09 09:00:00,Inspection completed for run 517
518,518,2,2024-05-09 15:00:00,Inspection completed for run 518
519,519,3,2024-05-09 21:00:00,Inspection completed for run 519
520,520,4,2024-05-10 03:00:00,Inspection completed for run 520
521,521,5,2024-05-10 09:00:00,Inspection completed for run 521
522,522,6,2024-05-10 15:00:00,Inspection completed for run 522
523,523,1,2024-05-10 21:00:00,Inspection completed for run 523
524,524,2,2024-05-11 03:00:00,Inspection completed for run 524
525,525,3,2024-05-11 09:00:00,Inspection completed for run 525
526,526,4,2024-05-11 15:00:00,Inspection completed for run 526
527,527,5,2024-05-11 21:00:00,Inspection completed for run 527
528,528,6,2024-05-12 03:00:00,Inspection completed for run 528
529,529,1,2024-05-12 09:00:00,Inspection completed for run 529
530,530,2,2024-05-12 15:00:00,Inspection completed for run 530
531,531,3,2024-05-12 21:00:00,Inspection completed for run 531
532,532,4,2024-05-13 03:00:00,Inspection completed for run 532
533,533,5,2024-05-13 09:00:00,Inspection completed for run 533
534,534,6,2024-05-13 15:00:00,Inspection completed for run 534
535,535,1,2024-05-13 21:00:00,Inspection completed for run 535
536,536,2,2024-05-14 03:00:00,Inspection completed for run 536
537,537,3,2024-05-14 09:00:00,Inspection completed for run 537
538,538,4,2024-05-14 15:00:00,Inspection completed for run 538
539,539,5,2024-05-14 21:00:00,Inspection completed for run 539
540,540,6,2024-05-15 03:00:00,Inspection completed for run 540
541,541,1,2024-05-15 09:00:00,Inspection completed for run 541
542,542,2,2024-05-15 15:00:00,Inspection completed for run 542
543,543,3,2024-05-15 21:00:00,Inspection completed for run 543
544,544,4,2024-05-16 03:00:00,Inspection completed for run 544
545,545,5,2024-05-16 09:00:00,Inspection completed for run 545
546,546,6,2024-05-16 15:00:00,Inspection completed for run 546
547,547,1,2024-05-16 21:00:00,Inspection completed for run 547
548,548,2,2024-05-17 03:00:00,Inspection completed for run 548
549,549,3,2024-05-17 09:00:00,Inspection completed for run 549
550,550,4,2024-05-17 15:00:00,Inspection completed for run 550
551,551,5,2024-05-17 21:00:00,Inspection completed for run 551
552,552,6,2024-05-18 03:00:00,Inspection completed for run 552
553,553,1,2024-05-18 09:00:00,Inspection completed for run 553
554,554,2,2024-05-18 15:00:00,Inspection completed for run 554
555,555,3,2024-05-18 21:00:00,Inspection completed for run 555
556,556,4,2024-05-19 03:00:00,Inspection completed for run 556
557,557,5,2024-05-19 09:00:00,Inspection completed for run 557
558,558,6,2024-05-19 15:00:00,Inspection completed for run 558
559,559,1,2024-05-19 21:00:00,Inspection completed for run 559
560,560,2,2024-05-20 03:00:00,Inspection completed for run 560
561,561,3,2024-05-20 09:00:00,Inspection completed for run 561
562,562,4,2024-05-20 15:00:00,Inspection completed for run 562
563,563,5,2024-05-20 21:00:00,Inspection completed for run 563
564,564,6,2024-05-21 03:00:00,Inspection completed for run 564
565,565,1,2024-05-21 09:00:00,Inspection completed for run 565
566,566,2,2024-05-21 15:00:00,Inspection completed for run 566
567,567,3,2024-05-21 21:00:00,Inspection completed for run 567
568,568,4,2024-05-22 03:00:00,Inspection completed for run 568
569,569,5,2024-05-22 09:00:00,Inspection completed for run 569
570,570,6,2024-05-22 15:00:00,Inspection completed for run 570
571,571,1,2024-05-22 21:00:00,Inspection completed for run 571
572,572,2,2024-05-23 03:00:00,Inspection completed for run 572
573,573,3,2024-05-23 09:00:00,Inspection completed for run 573
574,574,4,2024-05-23 15:00:00,Inspection completed for run 574
575,575,5,2024-05-23 21:00:00,Inspection completed for run 575
576,576,6,2024-05-24 03:00:00,Inspection completed for run 576
577,577,1,2024-05-24 09:00:00,Inspection completed for run 577
578,578,2,2024-05-24 15:00:00,Inspection completed for run 578
579,579,3,2024-05-24 21:00:00,Inspection completed for run 579
580,580,4,2024-05-25 03:00:00,Inspection completed for run 580
581,581,5,2024-05-25 09:00:00,Inspection completed for run 581
582,582,6,2024-05-25 15:00:00,Inspection completed for run 582
583,583,1,2024-05-25 21:00:00,Inspection completed for run 583
584,584,2,2024-05-26 03:00:00,Inspection completed for run 584
585,585,3,2024-05-26 09:00:00,Inspection completed for run 585
586,586,4,2024-05-26 15:00:00,Inspection completed for run 586
587,587,5,2024-05-26 21:00:00,Inspection completed for run 587
588,588,6,2024-05-27 03:00:00,Inspection completed for run 588
589,589,1,2024-05-27 09:00:00,Inspection completed for run 589
590,590,2,2024-05-27 15:00:00,Inspection completed for run 590
591,591,3,2024-05-27 21:00:00,Inspection completed for run 591
592,592,4,2024-05-28 03:00:00,Inspection completed for run 592
593,593,5,2024-05-28 09:00:00,Inspection completed for run 593
594,594,6,2024-05-28 15:00:00,Inspection completed for run 594
595,595,1,2024-05-28 21:00:00,Inspection completed for run 595
596,596,2,2024-05-29 03:00:00,Inspection completed for run 596
597,597,3,2024-05-29 09:00:00,Inspection completed for run 597
598,598,4,2024-05-29 15:00:00,Inspection completed for run 598
599,599,5,2024-05-29 21:00:00,Inspection completed for run 599
600,600,6,2024-05-30 03:00:00,Inspection completed for run 600
601,601,1,2024-05-30 09:00:00,Inspection completed for run 601
602,602,2,2024-05-30 15:00:00,Inspection completed for run 602
603,603,3,2024-05-30 21:00:00,Inspection completed for run 603
604,604,4,2024-05-31 03:00:00,Inspection completed for run 604
605,605,5,2024-05-31 09:00:00,Inspection completed for run 605
606,606,6,2024-05-31 15:00:00,Inspection completed for run 606
607,607,1,2024-05-31 21:00:00,Inspection completed for run 607
608,608,2,2024-06-01 03:00:00,Inspection completed for run 608
609,609,3,2024-06-01 09:00:00,Inspection completed for run 609
610,610,4,2024-06-01 15:00:00,Inspection completed for run 610
611,611,5,2024-06-01 21:00:00,Inspection completed for run 611
612,612,6,2024-06-02 03:00:00,Inspection completed for run 612
613,613,1,2024-06-02 09:00:00,Inspection completed for run 613
614,614,2,2024-06-02 15:00:00,Inspection completed for run 614
615,615,3,2024-06-02 21:00:00,Inspection completed for run 615
616,616,4,2024-06-03 03:00:00,Inspection completed for run 616
617,617,5,2024-06-03 09:00:00,Inspection completed for run 617
618,618,6,2024-06-03 15:00:00,Inspection completed for run 618
619,619,1,2024-06-03 21:00:00,Inspection completed for run 619
620,620,2,2024-06-04 03:00:00,Inspection completed for run 620
621,621,3,2024-06-04 09:00:00,Inspection completed for run 621
622,622,4,2024-06-04 15:00:00,Inspection completed for run 622
623,623,5,2024-06-04 21:00:00,Inspection completed for run 623
624,624,6,2024-06-05 03:00:00,Inspection completed for run 624
625,625,1,2024-06-05 09:00:00,Inspection completed for run 625
626,626,2,2024-06-05 15:00:00,Inspection completed for run 626
627,627,3,2024-06-05 21:00:00,Inspection completed for run 627
628,628,4,2024-06-06 03:00:00,Inspection completed for run 628
629,629,5,2024-06-06 09:00:00,Inspection completed for run 629
630,630,6,2024-06-06 15:00:00,Inspection completed for run 630
631,631,1,2024-06-06 21:00:00,Inspection completed for run 631
632,632,2,2024-06-07 03:00:00,Inspection completed for run 632
633,633,3,2024-06-07 09:00:00,Inspection completed for run 633
634,634,4,2024-06-07 15:00:00,Inspection completed for run 634
635,635,5,2024-06-07 21:00:00,Inspection completed for run 635
636,636,6,2024-06-08 03:00:00,Inspection completed for run 636
637,637,1,2024-06-08 09:00:00,Inspection completed for run 637
638,638,2,2024-06-08 15:00:00,Inspection completed for run 638
639,639,3,2024-06-08 21:00:00,Inspection completed for run 639
640,640,4,2024-06-09 03:00:00,Inspection completed for run 640
641,641,5,2024-06-09 09:00:00,Inspection completed for run 641
642,642,6,2024-06-09 15:00:00,Inspection completed for run 642
643,643,1,2024-06-09 21:00:00,Inspection completed for run 643
644,644,2,2024-06-10 03:00:00,Inspection completed for run 644
645,645,3,2024-06-10 09:00:00,Inspection completed for run 645
646,646,4,2024-06-10 15:00:00,Inspection completed for run 646
647,647,5,2024-06-10 21:00:00,Inspection completed for run 647
648,648,6,2024-06-11 03:00:00,Inspection completed for run 648
649,649,1,2024-06-11 09:00:00,Inspection completed for run 649
650,650,2,2024-06-11 15:00:00,Inspection completed for run 650
651,651,3,2024-06-11 21:00:00,Inspection completed for run 651
652,652,4,2024-06-12 03:00:00,Inspection completed for run 652
653,653,5,2024-06-12 09:00:00,Inspection completed for run 653
654,654,6,2024-06-12 15:00:00,Inspection completed for run 654
655,655,1,2024-06-12 21:00:00,Inspection completed for run 655
656,656,2,2024-06-13 03:00:00,Inspection completed for run 656
657,657,3,2024-06-13 09:00:00,Inspection completed for run 657
658,658,4,2024-06-13 15:00:00,Inspection completed for run 658
659,659,5,2024-06-13 21:00:00,Inspection completed for run 659
660,660,6,2024-06-14 03:00:00,Inspection completed for run 660
661,661,1,2024-06-14 09:00:00,Inspection completed for run 661
662,662,2,2024-06-14 15:00:00,Inspection completed for run 662
663,663,3,2024-06-14 21:00:00,Inspection completed for run 663
664,664,4,2024-06-15 03:00:00,Inspection completed for run 664
665,665,5,2024-06-15 09:00:00,Inspection completed for run 665
666,666,6,2024-06-15 15:00:00,Inspection completed for run 666
667,667,1,2024-06-15 21:00:00,Inspection completed for run 667
668,668,2,2024-06-16 03:00:00,Inspection completed for run 668
669,669,3,2024-06-16 09:00:00,Inspection completed for run 669
670,670,4,2024-06-16 15:00:00,Inspection completed for run 670
671,671,5,2024-06-16 21:00:00,Inspection completed for run 671
672,672,6,2024-06-17 03:00:00,Inspection completed for run 672
673,673,1,2024-06-17 09:00:00,Inspection completed for run 673
674,674,2,2024-06-17 15:00:00,Inspection completed for run 674
675,675,3,2024-06-17 21:00:00,Inspection completed for run 675
676,676,4,2024-06-18 03:00:00,Inspection completed for run 676
677,677,5,2024-06-18 09:00:00,Inspection completed for run 677
678,678,6,2024-06-18 15:00:00,Inspection completed for run 678
679,679,1,2024-06-18 21:00:00,Inspection completed for run 679
680,680,2,2024-06-19 03:00:00,Inspection completed for run 680
681,681,3,2024-06-19 09:00:00,Inspection completed for run 681
682,682,4,2024-06-19 15:00:00,Inspection completed for run 682
683,683,5,2024-06-19 21:00:00,Inspection completed for run 683
684,684,6,2024-06-20 03:00:00,Inspection completed for run 684
685,685,1,2024-06-20 09:00:00,Inspection completed for run 685
686,686,2,2024-06-20 15:00:00,Inspection completed for run 686
687,687,3,2024-06-20 21:00:00,Inspection completed for run 687
688,688,4,2024-06-21 03:00:00,Inspection completed for run 688
689,689,5,2024-06-21 09:00:00,Inspection completed for run 689
690,690,6,2024-06-21 15:00:00,Inspection completed for run 690
691,691,1,2024-06-21 21:00:00,Inspection completed for run 691
692,692,2,2024-06-22 03:00:00,Inspection completed for run 692
693,693,3,2024-06-22 09:00:00,Inspection completed for run 693
694,694,4,2024-06-22 15:00:00,Inspection completed for run 694
695,695,5,2024-06-22 21:00:00,Inspection completed for run 695
696,696,6,2024-06-23 03:00:00,Inspection completed for run 696
697,697,1,2024-06-23 09:00:00,Inspection completed for run 697
698,698,2,2024-06-23 15:00:00,Inspection completed for run 698
699,699,3,2024-06-23 21:00:00,Inspection completed for run 699
700,700,4,2024-06-24 03:00:00,Inspection completed for run 700
701,701,5,2024-06-24 09:00:00,Inspection completed for run 701
702,702,6,2024-06-24 15:00:00,Inspection completed for run 702
703,703,1,2024-06-24 21:00:00,Inspection completed for run 703
704,704,2,2024-06-25 03:00:00,Inspection completed for run 704
705,705,3,2024-06-25 09:00:00,Inspection completed for run 705
706,706,4,2024-06-25 15:00:00,Inspection completed for run 706
707,707,5,2024-06-25 21:00:00,Inspection completed for run 707
708,708,6,2024-06-26 03:00:00,Inspection completed for run 708
709,709,1,2024-06-26 09:00:00,Inspection completed for run 709
710,710,2,2024-06-26 15:00:00,Inspection completed for run 710
711,711,3,2024-06-26 21:00:00,Inspection completed for run 711
712,712,4,2024-06-27 03:00:00,Inspection completed for run 712
713,713,5,2024-06-27 09:00:00,Inspection completed for run 713
714,714,6,2024-06-27 15:00:00,Inspection completed for run 714
715,715,1,2024-06-27 21:00:00,Inspection completed for run 715
716,716,2,2024-06-28 03:00:00,Inspection completed for run 716
717,717,3,2024-06-28 09:00:00,Inspection completed for run 717
718,718,4,2024-06-28 15:00:00,Inspection completed for run 718
719,719,5,2024-06-28 21:00:00,Inspection completed for run 719
