RunID,SupplierID,MaterialLot,MaterialCost,OnTimeDelivery
3155,5,LOT-03155,390.4,1
3156,1,LOT-03156,274.15,0
3157,2,LOT-03157,377.32,1
3158,3,LOT-03158,163.84,0
3159,4,LOT-03159,185.84,0
3160,5,LOT-03160,461.33,1
3161,1,LOT-03161,231.75,1
3162,2,LOT-03162,494.2,0
3163,3,LOT-03163,118.48,1
3164,4,LOT-03164,298.35,0
3165,5,LOT-03165,229.99,1
3166,1,LOT-03166,498.39,1
3167,2,LOT-03167,496.01,1
3168,3,LOT-03168,194.1,0
3169,4,LOT-03169,206.9,0
3170,5,LOT-03170,399.87,1
3171,1,LOT-03171,455.87,1
3172,2,LOT-03172,365.48,0
3173,3,LOT-03173,445.88,1
3174,4,LOT-03174,125.32,1
3175,5,LOT-03175,356.21,1
3176,1,LOT-03176,380.07,1
3177,2,LOT-03177,176.13,0
3178,3,LOT-03178,411.19,1
3179,4,LOT-03179,477.71,0
3180,5,LOT-03180,459.19,0
3181,1,LOT-03181,197.99,1
3182,2,LOT-03182,229.6,1
3183,3,LOT-03183,299.84,1
3184,4,LOT-03184,163.34,1
3185,5,LOT-03185,481.58,0
3186,1,LOT-03186,164.64,1
3187,2,LOT-03187,404.57,0
3188,3,LOT-03188,236.57,1
3189,4,LOT-03189,329.49,1
3190,5,LOT-03190,118.87,1
3191,1,LOT-03191,182.0,1
3192,2,LOT-03192,277.76,0
3193,3,LOT-03193,370.88,1
3194,4,LOT-03194,411.02,0
3195,5,LOT-03195,112.06,0
3196,1,LOT-03196,161.0,1
3197,2,LOT-03197,391.92,0
3198,3,LOT-03198,425.22,1
3199,4,LOT-03199,194.63,1
3200,5,LOT-03200,191.86,1
3201,1,LOT-03201,135.21,0
3202,2,LOT-03202,160.12,0
3203,3,LOT-03203,103.21,1
3204,4,LOT-03204,335.93,0
3205,5,LOT-03205,461.56,1
3206,1,LOT-03206,159.83,0
3207,2,LOT-03207,400.58,1
3208,3,LOT-03208,329.46,0
3209,4,LOT-03209,475.97,1
3210,5,LOT-03210,419.25,1
3211,1,LOT-03211,441.09,0
3212,2,LOT-03212,355.66,1
3213,3,LOT-03213,424.53,0
3214,4,LOT-03214,240.35,1
3215,5,LOT-03215,183.61,0
3216,1,LOT-03216,465.01,0
3217,2,LOT-03217,393.73,1
3218,3,LOT-03218,136.28,1
3219,4,LOT-03219,446.76,1
3220,5,LOT-03220,239.56,0
3221,1,LOT-03221,219.31,1
3222,2,LOT-03222,349.33,1
3223,3,LOT-03223,327.44,1
3224,4,LOT-03224,315.3,0
3225,5,LOT-03225,201.95,1
3226,1,LOT-03226,483.91,0
3227,2,LOT-03227,480.05,0
3228,3,LOT-03228,101.66,0
3229,4,LOT-03229,235.13,0
3230,5,LOT-03230,118.22,1
3231,1,LOT-03231,440.1,0
3232,2,LOT-03232,454.61,0
3233,3,LOT-03233,307.32,1
3234,4,LOT-03234,435.87,0
3235,5,LOT-03235,381.34,0
3236,1,LOT-03236,299.83,1
3237,2,LOT-03237,245.52,0
3238,3,LOT-03238,206.49,0
3239,4,LOT-03239,203.77,1
3240,5,LOT-03240,324.83,1
