RunID,LineID,RunTimestamp,ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
156,6,2024-02-09 02:00:00,198.0,5327.35,88.34,1.0,4.7946,61.91,8.0,1.31,5.39,0.0574,88.53,0,1989.15,0.4802,5.83,196.78,Defect
157,1,2024-02-09 08:00:00,783.0,14956.85,97.55,0.0,1.6131,69.86,18.0,3.47,7.08,0.0373,97.63,6,3153.92,0.287,9.48,373.12,Defect
158,2,2024-02-09 14:00:00,971.0,19450.92,84.08,2.0,3.7924,65.73,19.0,2.0,5.85,0.0714,83.01,2,2165.25,0.1314,7.25,341.15,Defect
159,3,2024-02-09 20:00:00,825.0,13402.52,96.53,4.0,2.4775,82.32,9.0,2.07,7.77,0.0674,97.72,9,1588.48,0.3208,3.65,186.55,Defect
160,4,2024-02-10 02:00:00,646.0,19052.34,91.15,0.0,1.8403,67.4,2.0,1.4,9.51,0.0579,99.84,3,4978.51,0.1353,2.45,453.64,Defect
161,5,2024-02-10 08:00:00,838.0,5783.87,81.09,0.0,2.5516,61.56,2.0,3.12,4.48,0.0862,81.08,3,4601.73,0.138,8.65,284.27,Defect
162,6,2024-02-10 14:00:00,712.0,11281.9,99.44,1.0,0.8204,61.44,23.0,1.8,8.55,0.0102,89.91,7,3540.05,0.4406,5.14,150.82,Defect
163,1,2024-02-10 20:00:00,561.0,8902.37,90.25,2.0,4.0941,93.26,7.0,4.15,7.24,0.0301,86.58,0,4566.17,0.2158,6.88,185.19,Defect
164,2,2024-02-11 02:00:00,742.0,15962.31,85.82,0.0,1.5949,83.66,5.0,4.81,4.24,0.0495,87.87,7,4741.85,0.3715,6.09,315.94,No Defect
165,3,2024-02-11 08:00:00,868.0,19719.46,89.39,4.0,3.7644,74.32,19.0,4.68,8.38,0.0959,89.03,8,3704.43,0.3036,1.97,235.37,Defect
166,4,2024-02-11 14:00:00,104.0,8847.95,97.16,4.0,0.8076,95.77,0.0,0.82,5.42,0.0072,94.79,6,3074.72,0.1889,1.51,440.49,No Defect
167,5,2024-02-11 20:00:00,317.0,14812.62,86.1,0.0,4.7979,62.81,19.0,0.07,2.96,0.0337,91.83,0,4528.01,0.3071,4.39,297.89,Defect
168,6,2024-02-12 02:00:00,602.0,7971.46,83.85,5.0,1.3686,99.21,23.0,2.19,9.95,0.0926,99.22,6,3271.19,0.1276,4.25,466.12,Defect
169,1,2024-02-12 08:00:00,866.0,13479.95,82.58,5.0,4.4723,84.65,5.0,3.64,5.41,0.0898,86.66,5,1507.2,0.2389,7.06,140.73,Defect
170,2,2024-02-12 14:00:00,497.0,11958.99,85.96,2.0,4.1426,67.34,1.0,4.89,6.33,0.0865,90.83,4,2467.42,0.3091,6.69,367.44,Defect
171,3,2024-02-12 20:00:00,970.0,19580.08,95.6,4.0,4.8554,87.16,18.0,3.92,8.46,0.0308,96.27,4,2783.68,0.1914,9.72,454.31,Defect
172,4,2024-02-13 02:00:00,894.0,14127.91,89.43,5.0,2.6505,90.54,6.0,2.9,9.69,0.0847,87.46,0,4741.48,0.3641,8.72,217.17,Defect
173,5,2024-02-13 08:00:00,492.0,10242.6,84.55,4.0,3.7733,77.17,10.0,0.13,8.98,0.0505,89.31,5,3636.74,0.1207,5.47,154.28,Defect
174,6,2024-02-13 14:00:00,306.0,6711.44,83.32,2.0,2.1682,94.47,10.0,4.13,6.2,0.062,93.7,3,4501.11,0.2939,5.5,282.66,No Defect
175,1,2024-02-13 20:00:00,114.0,7268.7,86.65,2.0,1.3297,66.03,3.0,0.89,6.37,0.0239,97.21,0,4030.37,0.386,7.07,484.53,Defect
176,2,2024-02-14 02:00:00,957.0,8379.75,98.8,5.0,2.4938,71.15,19.0,0.28,4.25,0.0707,88.31,7,2239.44,0.272,2.03,353.38,Defect
177,3,2024-02-14 08:00:00,653.0,8764.5,86.86,0.0,1.2459,63.74,15.0,4.25,5.7,0.0328,90.64,7,3874.84,0.4498,10.0,357.59,Defect
178,4,2024-02-14 14:00:00,991.0,17759.24,99.76,3.0,4.9192,68.44,4.0,2.83,9.57,0.0344,99.5,3,1781.2,0.3529,5.67,368.6,Defect
179,5,2024-02-14 20:00:00,560.0,13418.34,89.7,1.0,0.9331,69.55,23.0,0.64,7.82,0.0637,80.85,6,2632.58,0.4834,9.19,115.9,Defect
180,6,2024-02-15 02:00:00,790.0,12850.86,83.58,3.0,3.1515,96.71,6.0,1.93,2.1,0.024,88.96,2,4224.37,0.2136,9.71,278.26,Defect
181,1,2024-02-15 08:00:00,674.0,6721.53,97.82,3.0,3.3191,63.12,15.0,0.43,2.93,0.0224,92.72,7,3447.72,0.4755,6.23,131.03,Defect
182,2,2024-02-15 14:00:00,963.0,17902.1,89.21,4.0,2.9214,77.1,14.0,3.19,9.39,0.0369,80.17,6,4301.65,0.3427,1.93,226.34,Defect
183,3,2024-02-15 20:00:00,842.0,15842.21,94.19,2.0,3.4798,81.3,4.0,1.41,8.79,0.0778,91.94,4,2018.81,0.3981,6.16,428.64,Defect
184,4,2024-02-16 02:00:00,340.0,6015.03,99.67,4.0,1.0228,95.95,0.0,4.33,5.89,0.0225,81.12,4,3999.0,0.4609,6.38,362.51,No Defect
185,5,2024-02-16 08:00:00,663.0,15617.53,81.0,5.0,2.9976,99.91,19.0,1.79,6.94,0.0787,97.15,8,1809.3,0.3205,8.1,498.23,Defect
186,6,2024-02-16 14:00:00,195.0,13153.07,81.93,1.0,1.7925,90.14,21.0,2.47,4.32,0.0696,96.14,5,3181.22,0.4449,1.43,168.86,Defect
187,1,2024-02-16 20:00:00,999.0,6225.88,94.41,5.0,4.7308,98.83,21.0,0.32,8.34,0.0679,80.65,5,2734.14,0.3167,5.2,258.82,Defect
188,2,2024-02-17 02:00:00,833.0,11874.51,85.64,0.0,3.9293,91.48,8.0,1.38,6.83,0.0475,80.98,1,3225.9,0.3397,9.3,423.86,Defect
189,3,2024-02-17 08:00:00,584.0,12270.44,83.69,1.0,4.8763,98.53,20.0,3.38,7.56,0.0746,95.07,4,1542.13,0.278,9.92,186.28,Defect
190,4,2024-02-17 14:00:00,506.0,7486.62,80.79,4.0,0.669,88.29,4.0,3.68,5.0,0.0014,87.39,3,2444.91,0.1583,2.72,161.49,No Defect
191,5,2024-02-17 20:00:00,330.0,19185.47,80.44,4.0,1.7831,63.19,21.0,1.21,5.44,0.0306,91.5,9,3667.62,0.3214,8.84,271.05,Defect
192,6,2024-02-18 02:00:00,848.0,17749.63,95.49,5.0,1.3794,76.08,5.0,2.52,3.66,0.0679,85.41,2,3234.12,0.491,2.32,253.49,Defect
193,1,2024-02-18 08:00:00,754.0,15035.34,82.69,4.0,0.5502,85.86,2.0,4.09,9.58,0.0987,83.46,8,3195.88,0.4149,8.57,492.08,No Defect
194,2,2024-02-18 14:00:00,270.0,11934.43,89.35,4.0,1.5905,74.03,5.0,1.9,9.57,0.0003,85.92,6,3043.32,0.399,3.5,282.5,Defect
195,3,2024-02-18 20:00:00,640.0,11176.48,92.12,3.0,3.5545,70.94,7.0,0.67,8.54,0.051,84.93,3,4775.54,0.3573,9.64,444.38,Defect
196,4,2024-02-19 02:00:00,135.0,14764.6,88.57,0.0,1.5399,83.1,5.0,2.16,9.48,0.0924,88.97,8,4738.28,0.2392,7.26,455.19,No Defect
197,5,2024-02-19 08:00:00,624.0,13181.48,80.54,3.0,2.7905,97.34,15.0,3.0,7.32,0.0864,94.93,8,2440.58,0.1678,4.59,163.15,Defect
198,6,2024-02-19 14:00:00,259.0,5934.1,95.67,4.0,4.4952,61.4,15.0,0.04,3.88,0.0023,91.08,6,2407.58,0.1898,3.53,386.12,Defect
199,1,2024-02-19 20:00:00,938.0,12687.54,80.21,2.0,3.6219,90.77,20.0,1.74,8.08,0.053,92.18,4,3219.59,0.1025,3.12,211.04,Defect
200,2,2024-02-20 02:00:00,798.0,17096.05,95.24,3.0,2.2758,88.91,2.0,3.04,4.6,0.0004,89.4,8,1382.43,0.3694,7.13,137.9,No Defect
201,3,2024-02-20 08:00:00,342.0,11888.6,97.87,4.0,2.1761,98.56,16.0,4.76,5.52,0.079,86.49,6,2212.03,0.4248,9.06,449.88,Defect
202,4,2024-02-20 14:00:00,185.0,5779.35,88.66,4.0,2.5508,97.23,20.0,2.04,4.19,0.0309,82.87,8,1923.47,0.2076,7.79,216.97,Defect
203,5,2024-02-20 20:00:00,895.0,16794.17,90.71,0.0,1.2967,90.49,5.0,0.81,5.39,0.0766,87.09,2,1893.56,0.1367,8.51,238.15,Defect
204,6,2024-02-21 02:00:00,677.0,8020.46,89.54,5.0,3.353,80.82,5.0,2.67,7.43,0.0945,93.3,8,3554.02,0.2343,8.03,229.6,Defect
205,1,2024-02-21 08:00:00,781.0,8879.31,87.78,1.0,2.1387,68.17,21.0,1.43,2.88,0.0976,94.68,0,2537.4,0.2168,9.81,180.12,Defect
206,2,2024-02-21 14:00:00,656.0,7470.6,97.75,3.0,4.3356,81.81,18.0,1.07,2.84,0.0894,89.38,4,1684.66,0.2804,7.82,273.8,Defect
207,3,2024-02-21 20:00:00,673.0,9953.23,97.88,3.0,3.9045,90.61,19.0,2.95,7.47,0.0204,92.9,1,4550.29,0.2056,2.89,271.32,Defect
208,4,2024-02-22 02:00:00,745.0,16351.27,86.72,3.0,3.2473,95.83,14.0,4.58,8.24,0.0195,84.21,0,4496.59,0.2359,8.12,263.5,Defect
209,5,2024-02-22 08:00:00,895.0,12790.79,92.3,4.0,2.1389,91.59,18.0,4.18,6.41,0.0626,97.2,2,4449.85,0.463,3.9,466.52,Defect
210,6,2024-02-22 14:00:00,127.0,8073.22,98.54,0.0,1.4447,67.81,1.0,0.91,3.45,0.0544,97.32,6,2562.98,0.2339,9.96,235.9,Defect
211,1,2024-02-22 20:00:00,719.0,18167.45,99.24,4.0,3.9927,83.99,7.0,3.83,5.45,0.001,86.41,2,1227.93,0.4142,4.39,112.15,Defect
212,2,2024-02-23 02:00:00,655.0,18193.73,90.18,4.0,2.6888,73.29,6.0,1.15,8.07,0.0392,90.95,9,1426.97,0.3503,3.64,171.37,Defect
213,3,2024-02-23 08:00:00,439.0,18058.68,89.06,5.0,1.5114,60.37,7.0,1.45,7.49,0.0907,92.13,9,2104.19,0.235,3.15,388.6,Defect
214,4,2024-02-23 14:00:00,897.0,8581.94,85.57,2.0,1.3783,68.01,12.0,4.6,2.88,0.0898,89.45,8,1879.88,0.4271,6.93,336.34,Defect
215,5,2024-02-23 20:00:00,430.0,11768.59,99.18,0.0,1.2443,64.53,21.0,4.56,9.75,0.0204,98.22,2,4495.94,0.338,1.98,480.69,Defect
216,6,2024-02-24 02:00:00,739.0,19774.84,82.86,3.0,3.9972,93.71,14.0,0.84,3.79,0.0382,94.79,5,4945.43,0.1034,9.58,377.77,Defect
217,1,2024-02-24 08:00:00,605.0,16580.19,91.6,1.0,1.5304,70.34,11.0,0.32,3.76,0.056,93.45,1,4266.69,0.1275,3.65,177.7,Defect
218,2,2024-02-24 14:00:00,447.0,5407.51,85.65,3.0,2.8699,71.39,14.0,1.47,5.68,0.0853,90.4,7,3919.4,0.4011,3.66,148.26,Defect
219,3,2024-02-24 20:00:00,572.0,5978.07,85.58,4.0,2.532,98.4,13.0,2.91,4.62,0.0532,81.7,9,3354.5,0.2786,1.41,308.3,Defect
220,4,2024-02-25 02:00:00,330.0,11958.97,88.1,0.0,3.1082,75.16,6.0,4.38,9.87,0.0968,82.16,4,4079.63,0.2622,3.21,366.11,Defect
221,5,2024-02-25 08:00:00,289.0,18638.3,99.98,0.0,4.4472,60.38,16.0,0.59,2.61,0.0799,85.98,1,4788.13,0.1583,4.77,166.25,Defect
222,6,2024-02-25 14:00:00,324.0,13080.53,81.1,0.0,4.4049,71.35,4.0,2.07,4.45,0.0953,84.23,6,3405.38,0.1629,4.33,340.68,Defect
223,1,2024-02-25 20:00:00,484.0,12467.19,91.57,2.0,2.5298,64.77,19.0,1.36,5.06,0.0731,99.05,2,1618.45,0.4191,3.46,446.01,Defect
224,2,2024-02-26 02:00:00,476.0,6582.11,81.65,3.0,0.5691,64.11,9.0,0.07,5.95,0.0878,88.2,4,1655.43,0.4316,1.37,391.03,Defect
225,3,2024-02-26 08:00:00,382.0,14851.7,83.09,2.0,2.419,63.1,18.0,3.94,2.13,0.0831,97.53,8,3335.45,0.324,3.71,365.68,Defect
226,4,2024-02-26 14:00:00,732.0,17331.55,88.79,5.0,3.2279,83.73,17.0,4.07,2.66,0.0254,96.36,0,2333.87,0.2181,8.0,415.73,Defect
227,5,2024-02-26 20:00:00,727.0,10706.3,90.21,1.0,3.0099,67.57,23.0,1.11,4.06,0.023,96.25,1,4640.99,0.4731,4.95,141.63,Defect
228,6,2024-02-27 02:00:00,844.0,16634.18,85.18,5.0,3.431,74.45,9.0,0.76,6.43,0.0864,84.31,4,3446.57,0.3496,3.62,181.53,Defect
229,1,2024-02-27 08:00:00,358.0,19467.15,86.33,4.0,1.1933,94.48,1.0,0.72,8.14,0.0085,88.95,3,3705.97,0.4187,3.74,115.24,No Defect
230,2,2024-02-27 14:00:00,458.0,8056.5,81.74,2.0,3.4094,76.97,5.0,2.32,7.49,0.0409,86.36,0,1023.28,0.1013,5.99,157.99,Defect
231,3,2024-02-27 20:00:00,809.0,12849.94,86.06,2.0,1.3219,96.63,2.0,1.23,6.54,0.0821,99.41,6,2995.39,0.2801,3.72,465.27,Defect
232,4,2024-02-28 02:00:00,555.0,9307.07,99.33,5.0,3.8774,79.92,18.0,2.56,5.18,0.0813,97.53,8,2724.66,0.4484,6.68,188.86,Defect
233,5,2024-02-28 08:00:00,510.0,16892.82,98.89,4.0,2.0259,75.95,4.0,1.92,8.97,0.0139,85.0,0,3823.49,0.2353,9.91,364.84,No Defect
234,6,2024-02-28 14:00:00,748.0,13663.9,86.7,0.0,3.6945,90.02,6.0,1.05,5.68,0.0488,86.27,7,2530.55,0.3906,1.37,376.63,Defect
235,1,2024-02-28 20:00:00,417.0,14518.74,91.42,4.0,0.7154,62.93,6.0,3.76,4.39,0.048,90.58,8,4906.3,0.3631,2.52,358.13,Defect
236,2,2024-02-29 02:00:00,776.0,16968.71,98.19,3.0,2.3354,63.58,9.0,0.75,7.03,0.0324,85.57,1,3680.81,0.1609,2.61,321.57,Defect
237,3,2024-02-29 08:00:00,324.0,10939.56,80.12,5.0,3.6727,86.08,0.0,3.99,7.54,0.0917,96.49,0,3639.67,0.41,5.02,294.45,Defect
238,4,2024-02-29 14:00:00,918.0,18726.35,96.21,4.0,1.5209,79.48,10.0,2.81,5.19,0.0653,96.38,5,4677.36,0.145,1.37,267.97,Defect
239,5,2024-02-29 20:00:00,333.0,12995.43,98.97,0.0,4.0788,91.62,22.0,4.16,2.23,0.098,94.49,6,4980.82,0.3912,5.3,466.76,Defect
240,6,2024-03-01 02:00:00,783.0,7369.32,81.83,4.0,3.3385,96.65,6.0,0.02,2.75,0.0067,93.79,1,1791.28,0.4964,9.36,103.81,Defect
241,1,2024-03-01 08:00:00,763.0,15438.49,83.23,2.0,3.144,75.53,5.0,3.75,8.76,0.0394,90.95,4,4242.13,0.4832,1.1,121.4,Defect
242,2,2024-03-01 14:00:00,926.0,16898.92,99.21,1.0,2.091,83.86,5.0,0.26,2.45,0.0835,86.94,4,1649.28,0.4201,4.28,297.0,Defect
243,3,2024-03-01 20:00:00,473.0,9751.43,90.75,2.0,2.671,80.03,12.0,4.75,6.74,0.0423,96.74,6,2828.17,0.3138,7.85,232.2,Defect
244,4,2024-03-02 02:00:00,771.0,17857.69,80.28,1.0,3.1881,99.26,15.0,3.51,3.47,0.0262,97.18,0,1400.74,0.3699,2.39,263.29,Defect
245,5,2024-03-02 08:00:00,707.0,18592.15,85.15,4.0,2.6261,93.24,12.0,1.6,3.83,0.0998,80.99,9,3493.48,0.3912,1.7,499.14,Defect
246,6,2024-03-02 14:00:00,571.0,9153.57,89.0,3.0,3.6424,96.47,1.0,1.6,4.19,0.0873,87.97,7,2874.07,0.1034,6.68,410.05,Defect
247,1,2024-03-02 20:00:00,332.0,19752.82,93.86,4.0,2.4516,70.17,18.0,4.31,2.31,0.0546,80.53,4,3514.8,0.1409,1.09,450.96,Defect
248,2,2024-03-03 02:00:00,791.0,7110.67,94.66,0.0,1.4102,90.9,18.0,4.51,3.42,0.0562,96.79,2,3711.84,0.3388,8.22,247.43,Defect
249,3,2024-03-03 08:00:00,212.0,8030.24,99.91,4.0,1.4627,70.62,18.0,4.46,7.2,0.0007,83.54,8,3477.73,0.1026,1.6,195.82,Defect
250,4,2024-03-03 14:00:00,929.0,7763.37,85.75,1.0,0.5261,68.35,17.0,4.04,5.99,0.0981,93.48,2,2176.12,0.4636,5.72,407.2,Defect
251,5,2024-03-03 20:00:00,596.0,18409.85,90.76,2.0,1.8543,97.77,5.0,4.1,8.38,0.0806,87.15,6,4347.84,0.2959,7.66,423.03,No Defect
252,6,2024-03-04 02:00:00,541.0,14814.39,90.67,3.0,3.8701,60.77,1.0,2.86,2.49,0.0037,96.32,9,3206.74,0.2031,3.18,319.96,Defect
253,1,2024-03-04 08:00:00,663.0,7281.56,88.11,4.0,4.0737,98.62,18.0,0.14,9.11,0.0176,90.19,6,2959.4,0.2575,1.93,458.38,Defect
254,2,2024-03-04 14:00:00,367.0,11604.85,83.38,4.0,1.4111,65.97,5.0,0.43,9.97,0.0821,86.49,9,4948.26,0.4403,2.58,486.93,Defect
255,3,2024-03-04 20:00:00,609.0,14229.47,99.55,2.0,4.8157,92.78,19.0,3.25,2.13,0.0087,86.48,7,2134.03,0.4709,8.69,288.41,Defect
256,4,2024-03-05 02:00:00,906.0,6251.96,97.07,3.0,2.7608,71.04,22.0,2.01,9.74,0.0942,86.54,9,3112.12,0.1465,7.35,189.07,Defect
257,5,2024-03-05 08:00:00,485.0,18236.25,89.97,5.0,4.6264,74.03,21.0,2.84,3.89,0.1,95.77,7,3729.3,0.4112,2.78,306.85,Defect
258,6,2024-03-05 14:00:00,486.0,17054.05,92.06,4.0,3.6804,68.67,14.0,1.16,7.54,0.0886,94.22,3,1500.9,0.3313,7.45,495.81,Defect
259,1,2024-03-05 20:00:00,212.0,12578.1,84.55,4.0,3.751,83.42,5.0,3.25,4.34,0.0739,86.38,0,2416.96,0.3342,7.38,217.17,Defect
260,2,2024-03-06 02:00:00,712.0,19506.9,90.88,5.0,0.8827,73.92,2.0,1.21,6.17,0.0487,89.8,3,4206.75,0.4118,9.98,347.04,Defect
261,3,2024-03-06 08:00:00,724.0,11266.41,93.9,1.0,1.49,86.3,10.0,2.3,6.08,0.0082,81.52,5,1947.03,0.1891,4.52,377.59,No Defect
262,4,2024-03-06 14:00:00,180.0,19761.65,90.3,1.0,0.5397,60.63,7.0,2.39,4.89,0.073,96.55,9,2973.16,0.3124,8.78,185.57,Defect
263,5,2024-03-06 20:00:00,798.0,15018.8,99.81,0.0,3.7226,62.57,21.0,0.89,7.74,0.0397,85.32,5,3522.52,0.2277,5.02,335.38,Defect
264,6,2024-03-07 02:00:00,212.0,14520.07,92.23,2.0,2.05,63.99,17.0,4.38,6.8,0.057,97.78,5,3684.65,0.1378,9.08,225.8,Defect
265,1,2024-03-07 08:00:00,101.0,7489.32,87.42,3.0,4.0399,76.76,16.0,2.63,6.07,0.0293,91.94,6,3913.24,0.142,1.82,441.68,Defect
266,2,2024-03-07 14:00:00,741.0,18228.92,95.44,4.0,2.0252,92.59,18.0,4.33,9.86,0.0242,91.36,0,4463.91,0.1546,2.58,385.9,Defect
267,3,2024-03-07 20:00:00,319.0,11412.35,83.41,4.0,4.187,95.53,18.0,1.31,9.52,0.0324,83.25,9,2571.44,0.346,8.65,430.51,Defect
268,4,2024-03-08 02:00:00,665.0,7433.5,87.69,0.0,1.0881,69.79,23.0,0.86,9.64,0.0814,81.39,0,3826.53,0.1423,8.37,179.87,Defect
269,5,2024-03-08 08:00:00,954.0,5189.11,86.94,4.0,1.2802,82.97,20.0,0.09,9.05,0.0426,91.05,6,3928.7,0.328,3.75,113.83,Defect
270,6,2024-03-08 14:00:00,835.0,13396.34,88.64,2.0,2.0339,90.73,16.0,0.47,4.04,0.0312,89.36,3,2201.1,0.3353,6.37,440.21,Defect
271,1,2024-03-08 20:00:00,324.0,12910.99,95.64,0.0,2.3382,71.55,3.0,0.74,4.8,0.0433,82.39,5,4872.63,0.4616,4.44,254.7,Defect
272,2,2024-03-09 02:00:00,484.0,15790.3,89.68,2.0,2.0692,76.36,6.0,0.39,3.85,0.0032,96.71,5,4460.88,0.3506,1.09,171.89,No Defect
273,3,2024-03-09 08:00:00,502.0,18353.87,95.88,0.0,3.9364,80.96,4.0,4.48,9.89,0.0891,88.34,8,2159.45,0.4942,1.23,136.76,Defect
274,4,2024-03-09 14:00:00,737.0,6191.1,91.53,4.0,0.9363,65.39,15.0,4.56,3.22,0.0552,85.21,1,3700.27,0.1124,1.49,306.6,Defect
275,5,2024-03-09 20:00:00,229.0,15972.45,86.84,0.0,2.0805,61.04,5.0,4.69,4.93,0.0105,95.77,3,3871.2,0.3817,6.35,160.05,Defect
276,6,2024-03-10 02:00:00,152.0,7811.18,96.2,1.0,4.2676,66.11,13.0,4.8,3.59,0.0288,98.26,3,2725.93,0.1106,3.51,326.68,Defect
277,1,2024-03-10 08:00:00,783.0,17872.66,84.77,3.0,0.8006,85.07,19.0,2.46,3.79,0.0984,86.12,6,4454.97,0.3918,2.3,390.92,Defect
278,2,2024-03-10 14:00:00,829.0,17285.95,84.49,4.0,4.7405,62.94,1.0,2.65,3.98,0.0593,95.52,0,3760.92,0.2543,9.47,314.02,Defect
279,3,2024-03-10 20:00:00,771.0,13111.91,90.09,5.0,4.9384,67.59,17.0,0.65,7.12,0.0291,93.05,4,3632.62,0.3445,2.09,461.48,Defect
280,4,2024-03-11 02:00:00,809.0,15653.64,85.22,3.0,0.8986,73.51,17.0,0.69,2.61,0.0426,99.79,3,1883.36,0.2238,7.07,162.23,Defect
281,5,2024-03-11 08:00:00,515.0,9715.25,80.18,4.0,1.8107,63.11,12.0,3.86,6.58,0.0258,84.08,1,2631.37,0.1636,9.05,297.58,Defect
282,6,2024-03-11 14:00:00,346.0,12067.52,92.97,3.0,2.1758,67.67,17.0,4.28,8.55,0.0032,99.21,4,2735.69,0.3894,2.47,165.28,Defect
283,1,2024-03-11 20:00:00,935.0,17324.55,90.22,1.0,3.9938,96.45,16.0,3.92,8.13,0.0842,86.31,8,3934.64,0.4618,2.93,450.36,Defect
284,2,2024-03-12 02:00:00,538.0,11888.98,88.91,3.0,3.1817,60.77,12.0,4.17,3.21,0.0292,88.24,7,3473.58,0.1734,6.16,472.9,Defect
285,3,2024-03-12 08:00:00,302.0,10366.97,99.34,0.0,3.3996,86.14,11.0,1.38,9.32,0.0838,87.18,8,1343.44,0.4683,5.58,260.0,Defect
286,4,2024-03-12 14:00:00,283.0,12413.19,91.42,3.0,3.9088,75.38,2.0,2.33,8.16,0.0479,85.37,6,2230.79,0.1561,5.69,222.3,Defect
287,5,2024-03-12 20:00:00,222.0,17423.74,97.27,4.0,1.0309,86.91,21.0,2.3,2.04,0.0183,93.86,9,2892.19,0.3943,5.99,211.73,Defect
288,6,2024-03-13 02:00:00,500.0,10028.12,82.79,5.0,4.2494,83.55,6.0,4.98,7.9,0.0802,91.78,6,3946.93,0.4838,9.55,443.89,Defect
289,1,2024-03-13 08:00:00,866.0,7606.42,91.38,5.0,3.6753,68.94,0.0,4.75,7.9,0.0377,86.11,1,3974.28,0.1589,1.48,372.98,Defect
290,2,2024-03-13 14:00:00,393.0,15680.21,97.36,2.0,3.098,93.89,4.0,2.99,5.97,0.0708,82.64,2,2962.17,0.274,7.84,452.24,Defect
291,3,2024-03-13 20:00:00,379.0,17389.67,91.66,3.0,4.5038,79.68,20.0,0.69,2.37,0.0837,86.35,9,1467.73,0.235,3.09,147.01,Defect
292,4,2024-03-14 02:00:00,936.0,6509.56,94.36,5.0,3.6514,92.9,0.0,1.29,6.64,0.0963,87.62,7,2171.61,0.2554,4.36,290.41,Defect
293,5,2024-03-14 08:00:00,983.0,8598.11,87.44,3.0,1.4076,76.24,3.0,1.82,8.13,0.0086,87.61,1,2018.77,0.4013,1.8,370.47,Defect
294,6,2024-03-14 14:00:00,709.0,7129.58,81.85,5.0,2.4339,99.39,0.0,4.37,4.17,0.0008,87.15,6,4124.11,0.3645,5.01,458.84,No Defect
295,1,2024-03-14 20:00:00,297.0,10219.12,89.16,3.0,2.7232,90.82,12.0,0.85,7.34,0.0548,80.97,5,1719.95,0.4875,8.24,252.81,Defect
296,2,2024-03-15 02:00:00,610.0,11755.26,87.89,4.0,0.7485,98.64,13.0,1.1,4.83,0.0264,89.28,9,2859.68,0.1742,1.89,225.24,Defect
297,3,2024-03-15 08:00:00,851.0,16232.4,97.34,3.0,4.7959,80.57,14.0,1.75,6.59,0.0469,96.72,3,3682.88,0.3173,3.48,465.19,Defect
298,4,2024-03-15 14:00:00,243.0,14767.21,84.88,4.0,1.0786,78.95,16.0,4.63,5.08,0.0073,83.61,3,4859.14,0.2797,4.36,119.01,Defect
299,5,2024-03-15 20:00:00,708.0,14313.93,99.33,4.0,3.6386,90.22,11.0,2.52,4.43,0.0502,82.91,2,4996.96,0.4675,1.94,291.84,Defect
300,6,2024-03-16 02:00:00,300.0,10285.62,99.16,2.0,2.778,95.21,6.0,3.23,8.85,0.0125,89.44,5,4811.69,0.1042,7.86,283.45,No Defect
301,1,2024-03-16 08:00:00,223.0,17621.71,84.95,5.0,0.6153,98.57,22.0,1.94,8.03,0.0839,87.41,2,3872.97,0.4957,8.08,158.42,Defect
302,2,2024-03-16 14:00:00,286.0,12069.31,86.96,0.0,4.6614,72.98,18.0,0.94,4.76,0.0759,91.23,8,3985.76,0.2919,8.52,257.98,Defect
303,3,2024-03-16 20:00:00,425.0,19686.57,97.91,4.0,4.3333,91.95,22.0,1.11,5.48,0.0074,98.94,3,4036.84,0.3502,6.26,389.04,Defect
304,4,2024-03-17 02:00:00,563.0,14512.13,99.33,5.0,2.8592,68.43,2.0,4.01,7.53,0.0836,95.22,3,4450.42,0.244,5.57,246.75,Defect
305,5,2024-03-17 08:00:00,448.0,6893.97,88.87,1.0,1.5302,81.82,17.0,4.47,8.49,0.0325,93.74,1,4807.14,0.441,3.36,223.86,Defect
306,6,2024-03-17 14:00:00,870.0,15142.66,86.42,3.0,1.0473,67.19,3.0,2.47,7.47,0.0353,88.32,1,2782.82,0.3248,6.9,412.76,Defect
307,1,2024-03-17 20:00:00,759.0,9876.56,90.52,1.0,2.1353,73.9,2.0,1.78,6.33,0.018,85.75,6,2666.04,0.3651,5.0,495.49,Defect
308,2,2024-03-18 02:00:00,863.0,15294.91,93.76,3.0,1.6494,97.25,11.0,4.04,9.64,0.0835,90.81,4,2841.86,0.3596,9.74,411.74,Defect
309,3,2024-03-18 08:00:00,502.0,6044.62,85.47,2.0,2.7801,65.84,22.0,3.37,8.19,0.0405,97.71,2,3639.27,0.2456,9.71,438.54,Defect
310,4,2024-03-18 14:00:00,445.0,7623.22,94.73,4.0,4.8488,85.3,11.0,0.2,2.92,0.0049,97.53,5,4101.78,0.1304,9.15,475.8,Defect
311,5,2024-03-18 20:00:00,610.0,17836.06,81.03,0.0,3.0873,83.72,16.0,1.75,6.47,0.0966,88.91,5,4482.18,0.4231,4.24,420.71,Defect
312,6,2024-03-19 02:00:00,246.0,8407.69,80.99,4.0,4.5047,64.83,5.0,3.41,5.28,0.0256,84.92,0,2824.84,0.2159,4.31,492.14,Defect
